"REF_DATE","GEO","DGUID","Gender","Age group","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","Canada","2016A000011124","Total, all genders","0 to 19 years","Yes, deceased","Number","223","units","0","v1154449284","1.1.2.14","0","","","","0"
"2021","Canada","2016A000011124","Total, all genders","0 to 19 years","No, not deceased","Number","223","units","0","v1154449285","1.1.2.15","282342","","","","0"
"2021","Canada","2016A000011124","Total, all genders","0 to 19 years","Not stated, deceased","Number","223","units","0","v1154449286","1.1.2.16","5251","","","","0"
"2021","Canada","2016A000011124","Total, all genders","20 to 29 years","Total, by transmission","Number","223","units","0","v1154449287","1.1.3.1","291681","","","","0"
"2021","Canada","2016A000011124","Total, all genders","20 to 29 years","Community exposures","Number","223","units","0","v1154449288","1.1.3.2","209164","","","","0"
"2021","Canada","2016A000011124","Total, all genders","20 to 29 years","Travel exposures","Number","223","units","0","v1154449289","1.1.3.3","1567","","","","0"
"2021","Canada","2016A000011124","Total, all genders","20 to 29 years","Not stated, transmission","Number","223","units","0","v1154449290","1.1.3.4","80950","","","","0"
"2021","Canada","2016A000011124","Total, all genders","20 to 29 years","Total, by hospitalization status","Number","223","units","0","v1154449291","1.1.3.5","291681","","","","0"
"2021","Canada","2016A000011124","Total, all genders","20 to 29 years","Yes, hospitalized","Number","223","units","0","v1154449292","1.1.3.6","3198","","","","0"
"2021","Canada","2016A000011124","Total, all genders","20 to 29 years","No, hospitalized","Number","223","units","0","v1154449293","1.1.3.7","190495","","","","0"
"2021","Canada","2016A000011124","Total, all genders","20 to 29 years","Not stated, hospitalized","Number","223","units","0","v1154449294","1.1.3.8","97988","","","","0"
"2021","Canada","2016A000011124","Total, all genders","20 to 29 years","Total, by intensive care unit admittance","Number","223","units","0","v1154449295","1.1.3.9","291681","","","","0"
"2021","Canada","2016A000011124","Total, all genders","20 to 29 years","Yes, intensive care unit","Number","223","units","0","v1154449296","1.1.3.10","356","","","","0"
"2021","Canada","2016A000011124","Total, all genders","20 to 29 years","No, intensive care unit","Number","223","units","0","v1154449297","1.1.3.11","193337","","","","0"
"2021","Canada","2016A000011124","Total, all genders","20 to 29 years","Not stated, intensive care unit","Number","223","units","0","v1154449298","1.1.3.12","97988","","","","0"
"2021","Canada","2016A000011124","Total, all genders","20 to 29 years","Total, by death status","Number","223","units","0","v1154449299","1.1.3.13","291681","","","","0"
"2021","Canada","2016A000011124","Total, all genders","20 to 29 years","Yes, deceased","Number","223","units","0","v1154449300","1.1.3.14","0","","","","0"
"2021","Canada","2016A000011124","Total, all genders","20 to 29 years","No, not deceased","Number","223","units","0","v1154449301","1.1.3.15","286347","","","","0"
"2021","Canada","2016A000011124","Total, all genders","20 to 29 years","Not stated, deceased","Number","223","units","0","v1154449302","1.1.3.16","5334","","","","0"
"2021","Canada","2016A000011124","Total, all genders","30 to 39 years","Total, by transmission","Number","223","units","0","v1154449303","1.1.4.1","246584","","","","0"
"2021","Canada","2016A000011124","Total, all genders","30 to 39 years","Community exposures","Number","223","units","0","v1154449304","1.1.4.2","174295","","","","0"
"2021","Canada","2016A000011124","Total, all genders","30 to 39 years","Travel exposures","Number","223","units","0","v1154449305","1.1.4.3","1513","","","","0"
"2021","Canada","2016A000011124","Total, all genders","30 to 39 years","Not stated, transmission","Number","223","units","0","v1154449306","1.1.4.4","70776","","","","0"
"2021","Canada","2016A000011124","Total, all genders","30 to 39 years","Total, by hospitalization status","Number","223","units","0","v1154449307","1.1.4.5","246584","","","","0"
"2021","Canada","2016A000011124","Total, all genders","30 to 39 years","Yes, hospitalized","Number","223","units","0","v1154449308","1.1.4.6","5397","","","","0"
"2021","Canada","2016A000011124","Total, all genders","30 to 39 years","No, hospitalized","Number","223","units","0","v1154449309","1.1.4.7","168856","","","","0"
"2021","Canada","2016A000011124","Total, all genders","30 to 39 years","Not stated, hospitalized","Number","223","units","0","v1154449310","1.1.4.8","72331","","","","0"
"2021","Canada","2016A000011124","Total, all genders","30 to 39 years","Total, by intensive care unit admittance","Number","223","units","0","v1154449311","1.1.4.9","246584","","","","0"
"2021","Canada","2016A000011124","Total, all genders","30 to 39 years","Yes, intensive care unit","Number","223","units","0","v1154449312","1.1.4.10","819","","","","0"
"2021","Canada","2016A000011124","Total, all genders","30 to 39 years","No, intensive care unit","Number","223","units","0","v1154449313","1.1.4.11","173434","","","","0"
"2021","Canada","2016A000011124","Total, all genders","30 to 39 years","Not stated, intensive care unit","Number","223","units","0","v1154449314","1.1.4.12","72331","","","","0"
"2021","Canada","2016A000011124","Total, all genders","30 to 39 years","Total, by death status","Number","223","units","0","v1154449315","1.1.4.13","246584","","","","0"
"2021","Canada","2016A000011124","Total, all genders","30 to 39 years","Yes, deceased","Number","223","units","0","v1154449316","1.1.4.14","0","","","","0"
"2021","Canada","2016A000011124","Total, all genders","30 to 39 years","No, not deceased","Number","223","units","0","v1154449317","1.1.4.15","242292","","","","0"
"2021","Canada","2016A000011124","Total, all genders","30 to 39 years","Not stated, deceased","Number","223","units","0","v1154449318","1.1.4.16","4292","","","","0"
"2021","Canada","2016A000011124","Total, all genders","40 to 49 years","Total, by transmission","Number","223","units","0","v1154449319","1.1.5.1","215666","","","","0"
"2021","Canada","2016A000011124","Total, all genders","40 to 49 years","Community exposures","Number","223","units","0","v1154449320","1.1.5.2","147039","","","","0"
"2021","Canada","2016A000011124","Total, all genders","40 to 49 years","Travel exposures","Number","223","units","0","v1154449321","1.1.5.3","1285","","","","0"
"2021","Canada","2016A000011124","Total, all genders","40 to 49 years","Not stated, transmission","Number","223","units","0","v1154449322","1.1.5.4","67342","","","","0"
"2021","Canada","2016A000011124","Total, all genders","40 to 49 years","Total, by hospitalization status","Number","223","units","0","v1154449323","1.1.5.5","215666","","","","0"
"2021","Canada","2016A000011124","Total, all genders","40 to 49 years","Yes, hospitalized","Number","223","units","0","v1154449324","1.1.5.6","6905","","","","0"
"2021","Canada","2016A000011124","Total, all genders","40 to 49 years","No, hospitalized","Number","223","units","0","v1154449325","1.1.5.7","146599","","","","0"
"2021","Canada","2016A000011124","Total, all genders","40 to 49 years","Not stated, hospitalized","Number","223","units","0","v1154449326","1.1.5.8","62162","","","","0"
"2021","Canada","2016A000011124","Total, all genders","40 to 49 years","Total, by intensive care unit admittance","Number","223","units","0","v1154449327","1.1.5.9","215666","","","","0"
"2021","Canada","2016A000011124","Total, all genders","40 to 49 years","Yes, intensive care unit","Number","223","units","0","v1154449328","1.1.5.10","1353","","","","0"
"2021","Canada","2016A000011124","Total, all genders","40 to 49 years","No, intensive care unit","Number","223","units","0","v1154449329","1.1.5.11","152151","","","","0"
"2021","Canada","2016A000011124","Total, all genders","40 to 49 years","Not stated, intensive care unit","Number","223","units","0","v1154449330","1.1.5.12","62162","","","","0"
"2021","Canada","2016A000011124","Total, all genders","40 to 49 years","Total, by death status","Number","223","units","0","v1154449331","1.1.5.13","215666","","","","0"
"2021","Canada","2016A000011124","Total, all genders","40 to 49 years","Yes, deceased","Number","223","units","0","v1154449332","1.1.5.14","0","","","","0"
"2021","Canada","2016A000011124","Total, all genders","40 to 49 years","No, not deceased","Number","223","units","0","v1154449333","1.1.5.15","212697","","","","0"
"2021","Canada","2016A000011124","Total, all genders","40 to 49 years","Not stated, deceased","Number","223","units","0","v1154449334","1.1.5.16","2969","","","","0"
"2021","Canada","2016A000011124","Total, all genders","50 to 59 years","Total, by transmission","Number","223","units","0","v1154449335","1.1.6.1","190442","","","","0"
"2021","Canada","2016A000011124","Total, all genders","50 to 59 years","Community exposures","Number","223","units","0","v1154449336","1.1.6.2","130379","","","","0"
"2021","Canada","2016A000011124","Total, all genders","50 to 59 years","Travel exposures","Number","223","units","0","v1154449337","1.1.6.3","1255","","","","0"
"2021","Canada","2016A000011124","Total, all genders","50 to 59 years","Not stated, transmission","Number","223","units","0","v1154449338","1.1.6.4","58808","","","","0"
"2021","Canada","2016A000011124","Total, all genders","50 to 59 years","Total, by hospitalization status","Number","223","units","0","v1154449339","1.1.6.5","190442","","","","0"
"2021","Canada","2016A000011124","Total, all genders","50 to 59 years","Yes, hospitalized","Number","223","units","0","v1154449340","1.1.6.6","11417","","","","0"
"2021","Canada","2016A000011124","Total, all genders","50 to 59 years","No, hospitalized","Number","223","units","0","v1154449341","1.1.6.7","119366","","","","0"
"2021","Canada","2016A000011124","Total, all genders","50 to 59 years","Not stated, hospitalized","Number","223","units","0","v1154449342","1.1.6.8","59659","","","","0"
"2021","Canada","2016A000011124","Total, all genders","50 to 59 years","Total, by intensive care unit admittance","Number","223","units","0","v1154449343","1.1.6.9","190442","","","","0"
"2021","Canada","2016A000011124","Total, all genders","50 to 59 years","Yes, intensive care unit","Number","223","units","0","v1154449344","1.1.6.10","2916","","","","0"
"2021","Canada","2016A000011124","Total, all genders","50 to 59 years","No, intensive care unit","Number","223","units","0","v1154449345","1.1.6.11","127867","","","","0"
"2021","Canada","2016A000011124","Total, all genders","50 to 59 years","Not stated, intensive care unit","Number","223","units","0","v1154449346","1.1.6.12","59659","","","","0"
"2021","Canada","2016A000011124","Total, all genders","50 to 59 years","Total, by death status","Number","223","units","0","v1154449347","1.1.6.13","190442","","","","0"
"2021","Canada","2016A000011124","Total, all genders","50 to 59 years","Yes, deceased","Number","223","units","0","v1154449348","1.1.6.14","1002","","","","0"
"2021","Canada","2016A000011124","Total, all genders","50 to 59 years","No, not deceased","Number","223","units","0","v1154449349","1.1.6.15","187213","","","","0"
"2021","Canada","2016A000011124","Total, all genders","50 to 59 years","Not stated, deceased","Number","223","units","0","v1154449350","1.1.6.16","2227","","","","0"
"2021","Canada","2016A000011124","Total, all genders","60 to 69 years","Total, by transmission","Number","223","units","0","v1154449351","1.1.7.1","117547","","","","0"
"2021","Canada","2016A000011124","Total, all genders","60 to 69 years","Community exposures","Number","223","units","0","v1154449352","1.1.7.2","79897","","","","0"
"2021","Canada","2016A000011124","Total, all genders","60 to 69 years","Travel exposures","Number","223","units","0","v1154449353","1.1.7.3","1149","","","","0"
"2021","Canada","2016A000011124","Total, all genders","60 to 69 years","Not stated, transmission","Number","223","units","0","v1154449354","1.1.7.4","36501","","","","0"
"2021","Canada","2016A000011124","Total, all genders","60 to 69 years","Total, by hospitalization status","Number","223","units","0","v1154449355","1.1.7.5","117547","","","","0"
"2021","Canada","2016A000011124","Total, all genders","60 to 69 years","Yes, hospitalized","Number","223","units","0","v1154449356","1.1.7.6","13705","","","","0"
"2021","Canada","2016A000011124","Total, all genders","60 to 69 years","No, hospitalized","Number","223","units","0","v1154449357","1.1.7.7","68461","","","","0"
"2021","Canada","2016A000011124","Total, all genders","60 to 69 years","Not stated, hospitalized","Number","223","units","0","v1154449358","1.1.7.8","35381","","","","0"
"2021","Canada","2016A000011124","Total, all genders","60 to 69 years","Total, by intensive care unit admittance","Number","223","units","0","v1154449359","1.1.7.9","117547","","","","0"
"2021","Canada","2016A000011124","Total, all genders","60 to 69 years","Yes, intensive care unit","Number","223","units","0","v1154449360","1.1.7.10","3883","","","","0"
"2021","Canada","2016A000011124","Total, all genders","60 to 69 years","No, intensive care unit","Number","223","units","0","v1154449361","1.1.7.11","78283","","","","0"
"2021","Canada","2016A000011124","Total, all genders","60 to 69 years","Not stated, intensive care unit","Number","223","units","0","v1154449362","1.1.7.12","35381","","","","0"
"2021","Canada","2016A000011124","Total, all genders","60 to 69 years","Total, by death status","Number","223","units","0","v1154449363","1.1.7.13","117547","","","","0"
"2021","Canada","2016A000011124","Total, all genders","60 to 69 years","Yes, deceased","Number","223","units","0","v1154449364","1.1.7.14","2617","","","","0"
"2021","Canada","2016A000011124","Total, all genders","60 to 69 years","No, not deceased","Number","223","units","0","v1154449365","1.1.7.15","113508","","","","0"
"2021","Canada","2016A000011124","Total, all genders","60 to 69 years","Not stated, deceased","Number","223","units","0","v1154449366","1.1.7.16","1422","","","","0"
"2021","Canada","2016A000011124","Total, all genders","70 to 79 years","Total, by transmission","Number","223","units","0","v1154449367","1.1.8.1","61443","","","","0"
"2021","Canada","2016A000011124","Total, all genders","70 to 79 years","Community exposures","Number","223","units","0","v1154449368","1.1.8.2","39975","","","","0"
"2021","Canada","2016A000011124","Total, all genders","70 to 79 years","Travel exposures","Number","223","units","0","v1154449369","1.1.8.3","619","","","","0"
"2021","Canada","2016A000011124","Total, all genders","70 to 79 years","Not stated, transmission","Number","223","units","0","v1154449370","1.1.8.4","20849","","","","0"
"2021","Canada","2016A000011124","Total, all genders","70 to 79 years","Total, by hospitalization status","Number","223","units","0","v1154449371","1.1.8.5","61443","","","","0"
"2021","Canada","2016A000011124","Total, all genders","70 to 79 years","Yes, hospitalized","Number","223","units","0","v1154449372","1.1.8.6","14912","","","","0"
"2021","Canada","2016A000011124","Total, all genders","70 to 79 years","No, hospitalized","Number","223","units","0","v1154449373","1.1.8.7","31310","","","","0"
"2021","Canada","2016A000011124","Total, all genders","70 to 79 years","Not stated, hospitalized","Number","223","units","0","v1154449374","1.1.8.8","15221","","","","0"
"2021","Canada","2016A000011124","Total, all genders","70 to 79 years","Total, by intensive care unit admittance","Number","223","units","0","v1154449375","1.1.8.9","61443","","","","0"
"2021","Canada","2016A000011124","Total, all genders","70 to 79 years","Yes, intensive care unit","Number","223","units","0","v1154449376","1.1.8.10","3337","","","","0"
"2021","Canada","2016A000011124","Total, all genders","70 to 79 years","No, intensive care unit","Number","223","units","0","v1154449377","1.1.8.11","42885","","","","0"
"2021","Canada","2016A000011124","Total, all genders","70 to 79 years","Not stated, intensive care unit","Number","223","units","0","v1154449378","1.1.8.12","15221","","","","0"
"2021","Canada","2016A000011124","Total, all genders","70 to 79 years","Total, by death status","Number","223","units","0","v1154449379","1.1.8.13","61443","","","","0"
"2021","Canada","2016A000011124","Total, all genders","70 to 79 years","Yes, deceased","Number","223","units","0","v1154449380","1.1.8.14","5461","","","","0"
"2021","Canada","2016A000011124","Total, all genders","70 to 79 years","No, not deceased","Number","223","units","0","v1154449381","1.1.8.15","55273","","","","0"
"2021","Canada","2016A000011124","Total, all genders","70 to 79 years","Not stated, deceased","Number","223","units","0","v1154449382","1.1.8.16","709","","","","0"
"2021","Canada","2016A000011124","Total, all genders","80 years and over","Total, by transmission","Number","223","units","0","v1154449383","1.1.9.1","71677","","","","0"
"2021","Canada","2016A000011124","Total, all genders","80 years and over","Community exposures","Number","223","units","0","v1154449384","1.1.9.2","41450","","","","0"
"2021","Canada","2016A000011124","Total, all genders","80 years and over","Travel exposures","Number","223","units","0","v1154449385","1.1.9.3","181","","","","0"
"2021","Canada","2016A000011124","Total, all genders","80 years and over","Not stated, transmission","Number","223","units","0","v1154449386","1.1.9.4","30046","","","","0"
"2021","Canada","2016A000011124","Total, all genders","80 years and over","Total, by hospitalization status","Number","223","units","0","v1154449387","1.1.9.5","71677","","","","0"
"2021","Canada","2016A000011124","Total, all genders","80 years and over","Yes, hospitalized","Number","223","units","0","v1154449388","1.1.9.6","20171","","","","0"
"2021","Canada","2016A000011124","Total, all genders","80 years and over","No, hospitalized","Number","223","units","0","v1154449389","1.1.9.7","37587","","","","0"
"2021","Canada","2016A000011124","Total, all genders","80 years and over","Not stated, hospitalized","Number","223","units","0","v1154449390","1.1.9.8","13919","","","","0"
"2021","Canada","2016A000011124","Total, all genders","80 years and over","Total, by intensive care unit admittance","Number","223","units","0","v1154449391","1.1.9.9","71677","","","","0"
"2021","Canada","2016A000011124","Total, all genders","80 years and over","Yes, intensive care unit","Number","223","units","0","v1154449392","1.1.9.10","1521","","","","0"
"2021","Canada","2016A000011124","Total, all genders","80 years and over","No, intensive care unit","Number","223","units","0","v1154449393","1.1.9.11","56237","","","","0"
"2021","Canada","2016A000011124","Total, all genders","80 years and over","Not stated, intensive care unit","Number","223","units","0","v1154449394","1.1.9.12","13919","","","","0"
"2021","Canada","2016A000011124","Total, all genders","80 years and over","Total, by death status","Number","223","units","0","v1154449395","1.1.9.13","71677","","","","0"
"2021","Canada","2016A000011124","Total, all genders","80 years and over","Yes, deceased","Number","223","units","0","v1154449396","1.1.9.14","16920","","","","0"
"2021","Canada","2016A000011124","Total, all genders","80 years and over","No, not deceased","Number","223","units","0","v1154449397","1.1.9.15","54200","","","","0"
"2021","Canada","2016A000011124","Total, all genders","80 years and over","Not stated, deceased","Number","223","units","0","v1154449398","1.1.9.16","557","","","","0"
"2021","Canada","2016A000011124","Total, all genders","Not stated, age group","Total, by transmission","Number","223","units","0","v1154449399","1.1.10.1","1181","","","","0"
"2021","Canada","2016A000011124","Total, all genders","Not stated, age group","Community exposures","Number","223","units","0","v1154449400","1.1.10.2","723","","","","0"
"2021","Canada","2016A000011124","Total, all genders","Not stated, age group","Travel exposures","Number","223","units","0","v1154449401","1.1.10.3","50","","","","0"
"2021","Canada","2016A000011124","Total, all genders","Not stated, age group","Not stated, transmission","Number","223","units","0","v1154449402","1.1.10.4","408","","","","0"
"2021","Canada","2016A000011124","Total, all genders","Not stated, age group","Total, by hospitalization status","Number","223","units","0","v1154449403","1.1.10.5","1181","","","","0"
"2021","Canada","2016A000011124","Total, all genders","Not stated, age group","Yes, hospitalized","Number","223","units","0","v1154449404","1.1.10.6","527","","","","0"
"2021","Canada","2016A000011124","Total, all genders","Not stated, age group","No, hospitalized","Number","223","units","0","v1154449405","1.1.10.7","449","","","","0"
"2021","Canada","2016A000011124","Total, all genders","Not stated, age group","Not stated, hospitalized","Number","223","units","0","v1154449406","1.1.10.8","205","","","","0"
"2021","Canada","2016A000011124","Total, all genders","Not stated, age group","Total, by intensive care unit admittance","Number","223","units","0","v1154449407","1.1.10.9","1181","","","","0"
"2021","Canada","2016A000011124","Total, all genders","Not stated, age group","Yes, intensive care unit","Number","223","units","0","v1154449408","1.1.10.10","364","","","","0"
"2021","Canada","2016A000011124","Total, all genders","Not stated, age group","No, intensive care unit","Number","223","units","0","v1154449409","1.1.10.11","612","","","","0"
"2021","Canada","2016A000011124","Total, all genders","Not stated, age group","Not stated, intensive care unit","Number","223","units","0","v1154449410","1.1.10.12","205","","","","0"
"2021","Canada","2016A000011124","Total, all genders","Not stated, age group","Total, by death status","Number","223","units","0","v1154449411","1.1.10.13","1181","","","","0"
"2021","Canada","2016A000011124","Total, all genders","Not stated, age group","Yes, deceased","Number","223","units","0","v1154449412","1.1.10.14","719","","","","0"
"2021","Canada","2016A000011124","Total, all genders","Not stated, age group","No, not deceased","Number","223","units","0","v1154449413","1.1.10.15","434","","","","0"
"2021","Canada","2016A000011124","Total, all genders","Not stated, age group","Not stated, deceased","Number","223","units","0","v1154449414","1.1.10.16","28","","","","0"
"2021","Canada","2016A000011124","Male","Total, all age groups","Total, by transmission","Number","223","units","0","v1154449415","1.2.1.1","736208","","","","0"
"2021","Canada","2016A000011124","Male","Total, all age groups","Community exposures","Number","223","units","0","v1154449416","1.2.1.2","504912","","","","0"
"2021","Canada","2016A000011124","Male","Total, all age groups","Travel exposures","Number","223","units","0","v1154449417","1.2.1.3","4724","","","","0"
"2021","Canada","2016A000011124","Male","Total, all age groups","Not stated, transmission","Number","223","units","0","v1154449418","1.2.1.4","226572","","","","0"
"2021","Canada","2016A000011124","Male","Total, all age groups","Total, by hospitalization status","Number","223","units","0","v1154449419","1.2.1.5","736208","","","","0"
"2021","Canada","2016A000011124","Male","Total, all age groups","Yes, hospitalized","Number","223","units","0","v1154449420","1.2.1.6","41520","","","","0"
"2021","Canada","2016A000011124","Male","Total, all age groups","No, hospitalized","Number","223","units","0","v1154449421","1.2.1.7","475006","","","","0"
"2021","Canada","2016A000011124","Male","Total, all age groups","Not stated, hospitalized","Number","223","units","0","v1154449422","1.2.1.8","219682","","","","0"
"2021","Canada","2016A000011124","Male","Total, all age groups","Total, by intensive care unit admittance","Number","223","units","0","v1154449423","1.2.1.9","736208","","","","0"
"2021","Canada","2016A000011124","Male","Total, all age groups","Yes, intensive care unit","Number","223","units","0","v1154449424","1.2.1.10","9196","","","","0"
"2021","Canada","2016A000011124","Male","Total, all age groups","No, intensive care unit","Number","223","units","0","v1154449425","1.2.1.11","507330","","","","0"
"2021","Canada","2016A000011124","Male","Total, all age groups","Not stated, intensive care unit","Number","223","units","0","v1154449426","1.2.1.12","219682","","","","0"
"2021","Canada","2016A000011124","Male","Total, all age groups","Total, by death status","Number","223","units","0","v1154449427","1.2.1.13","736208","","","","0"
"2021","Canada","2016A000011124","Male","Total, all age groups","Yes, deceased","Number","223","units","0","v1154449428","1.2.1.14","13519","","","","0"
"2021","Canada","2016A000011124","Male","Total, all age groups","No, not deceased","Number","223","units","0","v1154449429","1.2.1.15","711309","","","","0"
"2021","Canada","2016A000011124","Male","Total, all age groups","Not stated, deceased","Number","223","units","0","v1154449430","1.2.1.16","11380","","","","0"
"2021","Canada","2016A000011124","Male","0 to 19 years","Total, by transmission","Number","223","units","0","v1154449431","1.2.2.1","147819","","","","0"
"2021","Canada","2016A000011124","Male","0 to 19 years","Community exposures","Number","223","units","0","v1154449432","1.2.2.2","98875","","","","0"
"2021","Canada","2016A000011124","Male","0 to 19 years","Travel exposures","Number","223","units","0","v1154449433","1.2.2.3","358","","","","0"
"2021","Canada","2016A000011124","Male","0 to 19 years","Not stated, transmission","Number","223","units","0","v1154449434","1.2.2.4","48586","","","","0"
"2021","Canada","2016A000011124","Male","0 to 19 years","Total, by hospitalization status","Number","223","units","0","v1154449435","1.2.2.5","147819","","","","0"
"2021","Canada","2016A000011124","Male","0 to 19 years","Yes, hospitalized","Number","223","units","0","v1154449436","1.2.2.6","777","","","","0"
"2021","Canada","2016A000011124","Male","0 to 19 years","No, hospitalized","Number","223","units","0","v1154449437","1.2.2.7","103617","","","","0"
"2021","Canada","2016A000011124","Male","0 to 19 years","Not stated, hospitalized","Number","223","units","0","v1154449438","1.2.2.8","43425","","","","0"
"2021","Canada","2016A000011124","Male","0 to 19 years","Total, by intensive care unit admittance","Number","223","units","0","v1154449439","1.2.2.9","147819","","","","0"
"2021","Canada","2016A000011124","Male","0 to 19 years","Yes, intensive care unit","Number","223","units","0","v1154449440","1.2.2.10","67","","","","0"
"2021","Canada","2016A000011124","Male","0 to 19 years","No, intensive care unit","Number","223","units","0","v1154449441","1.2.2.11","104327","","","","0"
"2021","Canada","2016A000011124","Male","0 to 19 years","Not stated, intensive care unit","Number","223","units","0","v1154449442","1.2.2.12","43425","","","","0"
"2021","Canada","2016A000011124","Male","0 to 19 years","Total, by death status","Number","223","units","0","v1154449443","1.2.2.13","147819","","","","0"
"2021","Canada","2016A000011124","Male","0 to 19 years","Yes, deceased","Number","223","units","0","v1154449444","1.2.2.14","0","","","","0"
"2021","Canada","2016A000011124","Male","0 to 19 years","No, not deceased","Number","223","units","0","v1154449445","1.2.2.15","145230","","","","0"
"2021","Canada","2016A000011124","Male","0 to 19 years","Not stated, deceased","Number","223","units","0","v1154449446","1.2.2.16","2589","","","","0"
"2021","Canada","2016A000011124","Male","20 to 29 years","Total, by transmission","Number","223","units","0","v1154449447","1.2.3.1","149354","","","","0"
"2021","Canada","2016A000011124","Male","20 to 29 years","Community exposures","Number","223","units","0","v1154449448","1.2.3.2","107839","","","","0"
"2021","Canada","2016A000011124","Male","20 to 29 years","Travel exposures","Number","223","units","0","v1154449449","1.2.3.3","868","","","","0"
"2021","Canada","2016A000011124","Male","20 to 29 years","Not stated, transmission","Number","223","units","0","v1154449450","1.2.3.4","40647","","","","0"
